id,created_at,updated_at,state,description,consultant_id,nonprofit_id,scheduled_for,time_slots,organization_id,conference_line_id,project_category_id,partner_organization_id,archived
1743,27:22.5,09:20.7,expired,"We are in the midst of an ongoing fundraising campaign for a planned expansion of our building. It is a large capital project, and we didn't have the funds to perform a feasibility study. We would like advice on what direction we should take the campaign from here and how we should interface with the community.",,181905,,"{""2019-11-05 15:00:00"",""2019-11-05 16:00:00"",""2019-11-06 15:00:00"",""2019-11-06 16:00:00"",""2019-11-07 19:00:00"",""2019-11-07 20:00:00""}",9049,,10,,f
1642,26:11.4,21:32.8,expired,"Trek to Teach empowers Nepali students (trektoteach.org). We’re running a Giving Tuesday campaign, but 90% of our past donors are friends of our founder. I need help extending our social media reach. I see two strategies – find a fresh social media audience, and/or create partnerships with organizations. How can I get help/experience/manpower from the Taproot Foundation on this?",,179994,,"{""2019-10-14 20:00:00"",""2019-10-14 21:00:00"",""2019-10-14 22:00:00"",""2019-10-15 20:00:00"",""2019-10-15 21:00:00"",""2019-10-15 22:00:00"",""2019-10-16 20:00:00"",""2019-10-16 21:00:00"",""2019-10-16 22:00:00""}",1434,,10,,f
1606,40:26.6,22:03.2,cancelled,"We'd like help with creating a campaign slogan for a membership drive, creating marketing materials such as a post card, one-sheet info page etc.  We'd also love help with getting people to have a better understanding of what Next Stop Home (NSH) does, the programs that NSH offers and to grow our social media followers.",,180015,,"{""2019-10-14 17:00:00"",""2019-10-14 18:00:00"",""2019-10-15 19:00:00"",""2019-10-15 20:00:00"",""2019-10-16 16:00:00"",""2019-10-16 17:00:00"",""2019-10-16 18:00:00"",""2019-10-17 20:00:00"",""2019-10-17 21:00:00""}",7113,,10,,f
811,53:08.9,12:42.5,missed,"


Create a simple platform for a new Non Profit in which still in it starting stages in which once the account is in play,the former can step in as the Treasury once they feel more competent to step out

https://www.accountingcoach.com/nonprofit-accounting/explanation",148134,169666,10/31/19 21:00,"{""2019-10-28 13:00:00"",""2019-10-29 13:00:00"",""2019-10-30 13:00:00"",""2019-10-31 21:00:00"",""2019-11-01 21:00:00""}",7366,1,1,,f
1806,30:14.1,30:14.1,draft,Help with rebranding content and rollout,,174387,,"{""2019-11-11 19:00:00"",""2019-11-11 20:00:00"",""2019-11-14 14:00:00"",""2019-11-14 15:00:00"",""2019-11-15 14:00:00""}",8038,,11,,f
1745,00:51.8,42:29.4,expired,Need advice in preparing a project proposal for our new website.  The end goal is a fully functioning AMS (Association Management System).  The AMS will accommodate member log-ins and member only content;  forums;  event registration;  curriculum database; all integrated with each other.  ,,177853,,"{""2019-11-12 20:00:00"",""2019-11-12 21:00:00"",""2019-11-12 22:00:00"",""2019-11-13 16:00:00"",""2019-11-13 17:00:00"",""2019-11-13 18:00:00"",""2019-11-13 19:00:00"",""2019-11-14 16:00:00"",""2019-11-14 17:00:00"",""2019-11-14 18:00:00""}",8498,,20,,f
1805,30:02.8,15:18.6,expired,Help with rebranding content and rollout,,174387,,"{""2019-11-11 19:00:00"",""2019-11-11 20:00:00"",""2019-11-14 14:00:00"",""2019-11-14 15:00:00"",""2019-11-15 14:00:00""}",8038,,11,,f
1817,06:30.0,06:30.0,draft,"Our immediate need seems to be developing a marketing strategy and execution plan, we feel we need help developing an overarching strategic plan for our organization.  For this session we hope to get a clearer idea on where we should start.  For more about our organization see http://www.compassheart.com.",,181790,,"{""2019-11-16 01:00:00"",""2019-11-18 17:00:00"",""2019-11-18 18:00:00"",""2019-11-18 19:00:00"",""2019-11-18 22:00:00"",""2019-11-19 17:00:00"",""2019-11-19 18:00:00"",""2019-11-19 19:00:00"",""2019-11-19 22:00:00"",""2019-11-20 17:00:00"",""2019-11-20 18:00:00"",""2019-11-20 19:00:00""}",9035,,10,,f
1816,01:33.2,08:43.2,expired,I want to talk about a strategic fund development plan. I need proven action steps to take that can be achieved with a small staff to achieve potentially high returns in a short amount of time. ,,182430,,"{""2019-11-14 20:00:00"",""2019-11-15 19:00:00"",""2019-11-15 20:00:00"",""2019-11-15 21:00:00"",""2019-11-19 21:00:00"",""2019-11-21 17:00:00"",""2019-11-21 18:00:00"",""2019-11-21 19:00:00"",""2019-11-22 17:00:00"",""2019-11-22 18:00:00"",""2019-11-22 19:00:00""}",9154,,2,,f
1588,45:52.9,12:22.0,expired,"We want to expand & diversify our fundraising pipeline. We're hiring a Development lead to own our capacity building and dev strategy. We're looking to 'level up' for long term sustainability & more board engagement. I'd love an experienced fundraising consultant to do a training session for our full team at our upcoming board meeting at the end of October, as well as advice on next steps forward.",,180140,,"{""2019-09-30 13:00:00"",""2019-09-30 14:00:00"",""2019-10-01 14:00:00"",""2019-10-01 17:00:00"",""2019-10-01 18:00:00"",""2019-10-01 19:00:00"",""2019-10-04 13:00:00"",""2019-10-04 14:00:00"",""2019-10-04 15:00:00"",""2019-10-04 17:00:00""}",8829,,8,,f
1589,46:01.5,12:22.0,expired,"We want to expand & diversify our fundraising pipeline. We're hiring a Development lead to own our capacity building and dev strategy. We're looking to 'level up' for long term sustainability & more board engagement. I'd love an experienced fundraising consultant to do a training session for our full team at our upcoming board meeting at the end of October, as well as advice on next steps forward.",,180140,,"{""2019-09-30 13:00:00"",""2019-09-30 14:00:00"",""2019-10-01 14:00:00"",""2019-10-01 17:00:00"",""2019-10-01 18:00:00"",""2019-10-01 19:00:00"",""2019-10-04 13:00:00"",""2019-10-04 14:00:00"",""2019-10-04 15:00:00"",""2019-10-04 17:00:00""}",8829,,8,,f
1576,09:48.5,12:23.1,expired,Streamline financial record keeping across the organization to be ready for audit in 2020.,,180077,,"{""2019-09-26 22:00:00"",""2019-09-27 20:00:00"",""2019-09-27 23:00:00"",""2019-10-01 22:00:00"",""2019-10-04 18:00:00"",""2019-10-04 20:00:00"",""2019-10-04 22:00:00""}",8817,,1,,f
1577,09:58.0,12:23.4,expired,Streamline financial record keeping across the organization to be ready for audit in 2020,,180077,,"{""2019-09-26 22:00:00"",""2019-09-27 20:00:00"",""2019-09-27 23:00:00"",""2019-10-01 22:00:00"",""2019-10-04 18:00:00"",""2019-10-04 20:00:00"",""2019-10-04 22:00:00""}",8817,,1,,f
1646,46:23.7,46:23.7,draft,"Rebuilding Alliance is changing the way we provide aid. Please help us develop a human services case management system that will meet our needs. Our distribution of 35,600 solar lights in Gaza gave us a way to see families and learn about their challenges.  We now want to provide aid to focus on families — child by child, family by family — through our Gaza Emergency Relief Fund.",,15629,,"{""2019-10-07 18:00:00"",""2019-10-07 19:00:00"",""2019-10-08 18:00:00"",""2019-10-08 19:00:00"",""2019-10-09 13:00:00"",""2019-10-09 18:00:00"",""2019-10-09 19:00:00"",""2019-10-10 13:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00""}",4038,,4,,f
1647,46:57.6,46:57.6,draft,"Rebuilding Alliance is changing the way we provide aid. Please help us develop a human services case management system that will meet our needs. Our distribution of 35,600 solar lights in Gaza gave us a way to see families and learn about their challenges.  We now want to provide aid to focus on families — child by child, family by family — through our Gaza Emergency Relief Fund.",,15629,,"{""2019-10-07 18:00:00"",""2019-10-07 19:00:00"",""2019-10-08 18:00:00"",""2019-10-08 19:00:00"",""2019-10-09 13:00:00"",""2019-10-09 18:00:00"",""2019-10-09 19:00:00"",""2019-10-10 13:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00""}",4038,,4,,f
1649,49:58.6,52:54.2,cancelled,"Rebuilding Alliance is changing the way we provide aid. Please help us develop a human services case management system that will meet our needs.  

Our distribution of 35,600 solar lights in Gaza gave us a way to see families and learn about their challenges. We now want to provide aid to focus on families — child by child, family by family — through our Gaza Emergency Relief Fund.",,15629,,"{""2019-10-07 19:00:00"",""2019-10-08 18:00:00"",""2019-10-08 19:00:00"",""2019-10-08 21:00:00"",""2019-10-09 13:00:00"",""2019-10-09 18:00:00"",""2019-10-09 19:00:00"",""2019-10-09 21:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00""}",4038,,4,,f
1653,43:47.6,43:47.6,draft,YWCA-SGV seeks advice on: How we can better allocate costs (direct and indirect) to sustain key functions for the organization; How to approach prospective funders when facing a year-end loss; and how can we return to a positive growth model-when our current operational model is no longer working- without compromising our work to meet the needs of marginalized residents.,,180670,,"{""2019-10-09 16:00:00"",""2019-10-09 17:00:00"",""2019-10-09 18:00:00"",""2019-10-09 19:00:00"",""2019-10-10 16:00:00"",""2019-10-10 17:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00"",""2019-10-15 19:00:00"",""2019-10-17 19:00:00""}",8907,,1,,f
1807,30:16.8,00:14.2,completed,Help with rebranding content and rollout,4990,174387,11/18/19 22:00,"{""2019-11-18 22:00:00"",""2019-11-20 14:00:00"",""2019-11-20 21:00:00"",""2019-11-22 20:00:00"",""2019-11-22 22:00:00""}",8038,6,11,,f
1834,46:09.3,46:09.3,draft,We are a small Oregon nonprofit serving gifted students and their community.  Our treasurer is retiring and we need help getting our books organized and online.  We also need help finding a bookkeeper to maintain them. ,,178529,,"{""2019-11-20 01:00:00"",""2019-11-22 00:00:00"",""2019-11-22 01:00:00"",""2019-11-23 00:00:00"",""2019-11-23 01:00:00""}",8615,,1,,f
1655,01:17.9,32:45.0,pending,"We are a newly formed nonprofit - we were previously running the organization as an LLC - and we need in-person assistance switching over our financial systems to accommodate the new financial picture. We are also looking for tax help, bookkeeping help, and advice around fundraising tracking.",,180707,,"{""2019-10-11 18:00:00"",""2019-10-15 18:00:00"",""2019-10-16 14:00:00""}",8911,,1,,f
1657,56:00.2,56:00.2,draft,We are launching a website in 2020 called MyChildCarePlan.org for families in CA to search for child care and related resources for free. We want to use this time to come up with a marketing strategy for our launch and what type of marketing kit or materials we can provide with our community partners. Fact Sheet: https://rrnetwork.org/assets/general-files/MCCP.org-one-pager-Oct-2019.pdf ,,156992,,"{""2019-10-18 20:00:00"",""2019-10-18 21:00:00"",""2019-10-18 22:00:00"",""2019-10-18 23:00:00"",""2019-10-21 17:00:00"",""2019-10-21 18:00:00"",""2019-10-21 19:00:00"",""2019-10-21 20:00:00"",""2019-10-21 21:00:00"",""2019-10-21 22:00:00"",""2019-10-21 23:00:00"",""2019-10-23 17:00:00"",""2019-10-23 18:00:00"",""2019-10-23 19:00:00"",""2019-10-23 20:00:00"",""2019-10-23 21:00:00"",""2019-10-23 22:00:00"",""2019-10-23 23:00:00"",""2019-10-24 20:00:00"",""2019-10-24 21:00:00"",""2019-10-24 22:00:00"",""2019-10-25 17:00:00"",""2019-10-25 18:00:00"",""2019-10-25 19:00:00"",""2019-10-25 20:00:00""}",234,,10,,f
1648,49:49.2,38:40.6,expired,"Rebuilding Alliance is changing the way we provide aid. Please help us develop a human services case management system that will meet our needs.  

Our distribution of 35,600 solar lights in Gaza gave us a way to see families and learn about their challenges. We now want to provide aid to focus on families — child by child, family by family — through our Gaza Emergency Relief Fund.",,15629,,"{""2019-10-07 19:00:00"",""2019-10-08 18:00:00"",""2019-10-08 19:00:00"",""2019-10-08 21:00:00"",""2019-10-09 13:00:00"",""2019-10-09 18:00:00"",""2019-10-09 19:00:00"",""2019-10-09 21:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00""}",4038,,4,,f
1652,03:17.5,00:12.2,completed,"Help with fundraising for a community engaged photo exhibition on the topic of mental health and photography, currently scheduled for March 2020. The exhibition will travel to 3 cities across the UK.

Speaking more broadly, I'm a first time leader of a non-profit organization and I'm in need of overall creative leadership and strategic direction.",154133,180653,10/14/19 15:00,"{""2019-10-14 14:00:00"",""2019-10-14 15:00:00"",""2019-10-15 14:00:00"",""2019-10-15 15:00:00"",""2019-10-16 14:00:00"",""2019-10-16 15:00:00"",""2019-10-17 14:00:00"",""2019-10-17 15:00:00"",""2019-10-18 14:00:00"",""2019-10-18 15:00:00""}",8905,4,2,,f
1656,25:42.6,19:24.3,cancelled,YWCA-SGV seeks advice on: How we can better allocate costs (direct and indirect) to sustain key functions for the organization; How to approach prospective funders when facing a year-end loss; and how can we return to a positive growth model-when our current operational model is no longer working- without compromising our work to meet the needs of marginalized residents.,,180747,,"{""2019-10-10 16:00:00"",""2019-10-10 17:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00"",""2019-10-15 17:00:00"",""2019-10-15 18:00:00"",""2019-10-17 17:00:00"",""2019-10-17 18:00:00""}",8907,,1,,f
1654,43:53.9,07:00.0,expired,YWCA-SGV seeks advice on: How we can better allocate costs (direct and indirect) to sustain key functions for the organization; How to approach prospective funders when facing a year-end loss; and how can we return to a positive growth model-when our current operational model is no longer working- without compromising our work to meet the needs of marginalized residents.,,180670,,"{""2019-10-09 16:00:00"",""2019-10-09 17:00:00"",""2019-10-09 18:00:00"",""2019-10-09 19:00:00"",""2019-10-10 16:00:00"",""2019-10-10 17:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00"",""2019-10-15 19:00:00"",""2019-10-17 19:00:00""}",8907,,1,,f
1658,56:28.7,11:54.5,expired,We are launching a website in 2020 called MyChildCarePlan.org for families in CA to search for child care and related resources for free. We want to use this time to come up with a marketing strategy for our launch and what type of marketing kit or materials we can provide with our community partners. Fact Sheet: https://rrnetwork.org/assets/general-files/MCCP.org-one-pager-Oct-2019.pdf ,,156992,,"{""2019-10-18 20:00:00"",""2019-10-18 21:00:00"",""2019-10-18 22:00:00"",""2019-10-18 23:00:00"",""2019-10-21 17:00:00"",""2019-10-21 18:00:00"",""2019-10-21 19:00:00"",""2019-10-21 20:00:00"",""2019-10-21 21:00:00"",""2019-10-21 22:00:00"",""2019-10-21 23:00:00"",""2019-10-23 17:00:00"",""2019-10-23 18:00:00"",""2019-10-23 19:00:00"",""2019-10-23 20:00:00"",""2019-10-23 21:00:00"",""2019-10-23 22:00:00"",""2019-10-23 23:00:00"",""2019-10-24 20:00:00"",""2019-10-24 21:00:00"",""2019-10-24 22:00:00"",""2019-10-25 17:00:00"",""2019-10-25 18:00:00"",""2019-10-25 19:00:00"",""2019-10-25 20:00:00""}",234,,10,,f
1752,32:13.1,34:36.2,cancelled,Fill out this form to submit your request so our skilled volunteers know what you need help with. Please keep in mind that all information you provide here will be shared publicly with potential volunteer candidates.,,181952,,"{""2019-11-07 18:00:00"",""2019-11-07 21:00:00"",""2019-11-08 18:00:00"",""2019-11-12 19:00:00"",""2019-11-13 20:00:00""}",575,,1,,f
1754,02:03.2,33:37.5,expired,Expert advice on preparing a project proposal for the creation of a CMS in WordPress w/plugins.,,177853,,"{""2019-11-06 21:00:00"",""2019-11-06 22:00:00"",""2019-11-07 16:00:00"",""2019-11-07 17:00:00"",""2019-11-07 18:00:00"",""2019-11-07 19:00:00"",""2019-11-12 16:00:00"",""2019-11-12 17:00:00"",""2019-11-12 18:00:00"",""2019-11-12 19:00:00""}",8498,,20,,f
1814,21:11.8,21:11.8,draft,"Said volunteer needs to be able to know the proper knowledge of making sure that the  business plan is proper for the mission.

Also make sure they have the years of experience in enhancing a business platform for the business purpose in general.

Able to help a new Non Profit with proficiency  in order for the to reach their goal 

",,169666,,"{""2019-11-14 14:00:00"",""2019-11-15 14:00:00"",""2019-11-18 14:00:00"",""2019-11-19 14:00:00"",""2019-11-20 14:00:00""}",7366,,2,,f
1795,29:13.8,15:19.0,expired,We are a newly established nonprofit looking for help developing a corporate fundraising strategy. ,,171261,,"{""2019-11-08 14:00:00"",""2019-11-08 16:00:00"",""2019-11-08 17:00:00"",""2019-11-08 22:00:00"",""2019-11-11 22:00:00"",""2019-11-12 17:00:00"",""2019-11-15 14:00:00"",""2019-11-15 20:00:00""}",8001,,5,,f
1820,33:49.3,32:44.5,cancelled,"We are looking for help to develop a marketing strategy and execution plan, but also feel that we need to clarify our overarching strategic goals for the organization.  Our hope for this session is have guidance on where best to start.  For more information about our organization see http://www.compassheart.com",,181790,,"{""2019-11-16 01:00:00"",""2019-11-18 17:00:00"",""2019-11-18 18:00:00"",""2019-11-18 19:00:00"",""2019-11-19 17:00:00"",""2019-11-19 18:00:00"",""2019-11-19 19:00:00"",""2019-11-20 17:00:00"",""2019-11-20 18:00:00"",""2019-11-20 19:00:00""}",9035,,10,,f
1823,34:34.5,34:34.5,draft,"To understand 1) accounting and financial recording keeping necessary for a small nonprofit offering creative media to youth and 2) tax accounting steps, forms, filing. Regarding 1: have experience with budgeting and understand accounting practices but want to be sure it's set up correctly from the start. Regarding 2: I applied and have tax exempt status.",,182476,,"{""2019-11-22 16:00:00"",""2019-11-22 17:00:00"",""2019-11-22 18:00:00"",""2019-11-22 19:00:00"",""2019-11-25 21:00:00"",""2019-11-25 22:00:00"",""2019-11-27 14:00:00"",""2019-11-27 19:00:00"",""2019-11-27 20:00:00"",""2019-11-27 21:00:00""}",9165,,1,,f
1667,45:56.1,12:53.4,cancelled,"Our foster care program is actively recruiting for foster parents and we are looking for innovative ways to reach our target audience.  Specifically, we are hoping to talk with someone who has experience in or ideas about creating short videos or challenges that have the potential to go viral. We are looking to increase the number of people interested in helping spread our message.",,180951,,"{""2019-11-11 17:00:00"",""2019-11-11 21:00:00"",""2019-11-14 19:00:00"",""2019-11-14 20:00:00"",""2019-11-15 15:00:00"",""2019-11-15 16:00:00"",""2019-11-15 17:00:00"",""2019-11-15 18:00:00"",""2019-11-15 19:00:00"",""2019-11-15 20:00:00""}",8931,,10,,f
1835,46:16.9,46:16.9,draft,We are a small Oregon nonprofit serving gifted students and their community.  Our treasurer is retiring and we need help getting our books organized and online.  We also need help finding a bookkeeper to maintain them. ,,178529,,"{""2019-11-20 01:00:00"",""2019-11-22 00:00:00"",""2019-11-22 01:00:00"",""2019-11-23 00:00:00"",""2019-11-23 01:00:00""}",8615,,1,,f
1830,28:15.6,48:17.8,published,"Kids' Choice Inc. goal is to create a flyer for people to learn about the organization. We need a skilled volunteer to review website and share ideas on the important information to include on the flyer.  This flyer will serve as a way to briefly highlight the nonprofit's purpose. 

https://kidschoiceinc.org/",,176320,,"{""2019-12-02 21:00:00"",""2019-12-03 21:00:00"",""2019-12-04 21:00:00"",""2019-12-05 21:00:00"",""2019-12-06 21:00:00"",""2019-12-09 21:00:00"",""2019-12-10 21:00:00"",""2019-12-11 21:00:00"",""2019-12-12 21:00:00"",""2019-12-13 21:00:00""}",8265,,10,,f
1788,57:39.6,47:08.9,published,"My organization, jGIrls Magazine, receives a tremendous amount of positive feedback from our constituents, but we are not gaining the audience or traction we would like. We also have low open and high unsubscribe rates for our newsletter. I want to focus this for a longer-term Taproot project. ",,9727,,"{""2019-12-09 18:00:00"",""2019-12-09 19:00:00"",""2019-12-10 16:00:00"",""2019-12-10 17:00:00"",""2019-12-10 18:00:00"",""2019-12-12 15:00:00"",""2019-12-12 16:00:00"",""2019-12-12 17:00:00"",""2019-12-13 15:00:00"",""2019-12-13 16:00:00""}",1443,,10,,f
1787,10:43.8,41:51.0,expired,"BECA is close to hitting its 20th anniversary and still has a board that in many ways, operates as a working board and not a governing board.  I need to help my board members identify new board members who are able to be effective ambassadors for a governing board.  We are truly at a crossroads and need to do this now to ensure the long-sustainability and fiscal health of the organization. ",,182127,,"{""2019-11-21 21:00:00"",""2019-11-25 21:00:00"",""2019-11-26 19:00:00""}",9111,,8,,f
1821,11:19.2,01:17.2,expired,"We have a small organization, helping more than 300 torture survivors from around the world, with a small budget under $1M and we are interested in building a fundraising strategy that will allow us to grow our individual and corporate donors so that we could support more survivors.",,182464,,"{""2019-11-25 15:00:00"",""2019-11-25 16:00:00"",""2019-11-25 21:00:00"",""2019-11-26 15:00:00"",""2019-11-26 16:00:00"",""2019-11-26 21:00:00"",""2019-11-27 15:00:00""}",9162,,10,,f
1827,22:02.5,32:07.5,expired,"We are re-developing our bylaws and focusing especially on the ""Membership"" section and forming structured/ tiered dues for non-voting members as well as advisory board member positions with options to apply for a voting board positions when they become available.",,182114,,"{""2019-12-04 17:00:00"",""2019-12-04 19:00:00"",""2019-12-04 21:00:00"",""2019-12-05 18:00:00"",""2019-12-05 22:00:00"",""2019-12-06 19:00:00""}",9109,,2,,f
1831,53:50.1,06:08.6,published,"Kids' Choice Inc. will do a press release to newspapers around the state of Georgia.  Kids' Choice Inc. needs a skilled volunteer to help us highlight the important information that should be included in the press release. Our goal is to inform and attract people to the nonprofit. 

Website:
https://kidschoiceinc.org/",,176320,,"{""2019-12-16 21:00:00"",""2019-12-16 22:00:00"",""2019-12-17 21:00:00"",""2019-12-18 21:00:00"",""2019-12-18 22:00:00"",""2019-12-19 21:00:00"",""2019-12-20 21:00:00"",""2019-12-20 22:00:00"",""2019-12-23 14:00:00"",""2019-12-23 15:00:00""}",8265,,12,,f
1645,08:47.0,38:40.5,expired,We would  like someone to help us with Strategic Planning in advance of our 50th anniversary in 2022.,,180487,,"{""2019-10-07 15:00:00"",""2019-10-07 18:00:00"",""2019-10-07 19:00:00"",""2019-10-09 15:00:00"",""2019-10-09 16:00:00"",""2019-10-10 17:00:00"",""2019-10-10 18:00:00"",""2019-10-10 19:00:00""}",8892,,2,,f
1659,18:17.3,18:17.3,draft,"Looking for graphic designer to help develop compelling visuals and messaging for flyers, invitations, website, and program for our 2020 Benefit and Awards Dinner. The organization, Rebuilding Alliance, is a non-profit dedicated to advancing equal rights for the Palestinian people and providing humanitarian aid (www.rebuildingalliance.org). ",,180509,,{},4038,,14,,f
1444,47:21.1,41:23.5,applied,"Our goal is to find a correct way to deal with accounting for reporting purposes. We need suggestions about pro-bono bookkeeping, applications to track receipt and proper reimbursement protocols as well as advice on how to construct budgets to support fundraising efforts. ",,178604,,"{""2019-08-21 21:00:00"",""2019-08-22 13:00:00"",""2019-08-23 19:00:00"",""2019-08-23 20:00:00"",""2019-08-23 21:00:00""}",8629,,1,,f
1742,28:00.7,33:39.0,expired,We are looking for advice on how to outreach potentional private foundations to develop relationships where we will be eligible to submit for funding requests.,,181896,,"{""2019-11-07 17:00:00"",""2019-11-08 17:00:00"",""2019-11-12 17:00:00""}",7561,,10,,f
1664,10:26.0,10:26.0,draft,"Our foster care program is recruiting for foster parents and we are looking for innovative ways to reach our target audience.  Specifically, we are hoping to talk with someone who has experience in or ideas about creating short videos or challenges that have the potential to go viral. We are looking to increase the visibility of this community need.",,180951,,"{""2019-10-22 19:00:00"",""2019-10-22 20:00:00"",""2019-10-23 16:00:00"",""2019-10-23 17:00:00"",""2019-10-24 14:00:00"",""2019-10-25 14:00:00"",""2019-10-25 15:00:00"",""2019-10-25 16:00:00"",""2019-10-25 17:00:00"",""2019-10-25 18:00:00""}",8931,,10,,f
1665,10:36.0,10:36.0,draft,"Our foster care program is recruiting for foster parents and we are looking for innovative ways to reach our target audience.  Specifically, we are hoping to talk with someone who has experience in or ideas about creating short videos or challenges that have the potential to go viral. We are looking to increase the visibility of this community need.",,180951,,"{""2019-10-22 19:00:00"",""2019-10-22 20:00:00"",""2019-10-23 16:00:00"",""2019-10-23 17:00:00"",""2019-10-24 14:00:00"",""2019-10-25 14:00:00"",""2019-10-25 15:00:00"",""2019-10-25 16:00:00"",""2019-10-25 17:00:00"",""2019-10-25 18:00:00""}",8931,,10,,f
1663,13:37.9,00:02.6,completed,"We are about to undergo a re-branding and restructuring of the board, by-laws, etc. I have been brought on as the future executive director, but we are seeking a consultant to help us structure our org and potentially function as a mentor to me in some capacity.",4263,180483,10/17/19 15:00,"{""2019-10-15 14:00:00"",""2019-10-15 15:00:00"",""2019-10-16 14:00:00"",""2019-10-16 15:00:00"",""2019-10-17 14:00:00"",""2019-10-17 15:00:00""}",8831,3,8,,f
1836,43:51.8,43:51.8,draft,we need help with bookkeeping,,178529,,"{""2019-11-22 00:00:00"",""2019-11-22 01:00:00"",""2019-11-22 23:00:00"",""2019-11-23 00:00:00"",""2019-11-23 01:00:00""}",8615,,1,,f
1859,45:16.6,32:09.6,expired,We would love to get some support around enhancing our website and how to better use square space. ,,182862,,"{""2019-12-03 17:00:00"",""2019-12-05 15:00:00"",""2019-12-06 15:00:00""}",9220,,19,,f
1885,06:06.7,16:44.9,expired,Best marketing strategy for our unique platform,,182318,,"{""2019-12-11 15:00:00"",""2019-12-11 16:00:00"",""2019-12-12 15:00:00"",""2019-12-12 16:00:00"",""2019-12-13 15:00:00""}",9138,,10,,f
1670,58:43.2,58:45.6,pending,"Received IRS acceptance letter Sept 2019, now want to build Board of Directors, apply for funding from private non-operating foundations for building capacity, and find a home for the organization. While I'm eyeing an appropriate property and working to resolve buying issues in my City, I need to raise capital and establish a professional Board for advancing the mission.   ",,181096,,"{""2019-10-17 00:00:00"",""2019-10-17 16:00:00"",""2019-10-17 20:00:00"",""2019-10-18 17:00:00"",""2019-10-18 20:00:00"",""2019-10-18 22:00:00"",""2019-10-18 23:00:00"",""2019-10-19 00:00:00""}",8951,,2,,f
1669,58:26.5,21:39.1,pending,"Received IRS acceptance letter Sept 2019, now want to build Board of Directors, apply for funding from private non-operating foundations for building capacity, and find a home for the organization. While I'm eyeing an appropriate property and working to resolve buying issues in my City, I need to raise capital and establish a professional Board for advancing the mission.   ",,181096,,"{""2019-10-17 00:00:00"",""2019-10-17 16:00:00"",""2019-10-17 20:00:00"",""2019-10-18 17:00:00"",""2019-10-18 20:00:00"",""2019-10-18 22:00:00"",""2019-10-18 23:00:00"",""2019-10-19 00:00:00""}",8951,,2,,f
1897,58:05.8,59:12.2,published,We would like to put together an annual report.  We have never had an annual report. ,,183463,,"{""2019-12-16 17:00:00"",""2019-12-17 20:00:00"",""2019-12-18 20:00:00""}",1519,,1,,f
1877,15:22.7,10:11.6,expired,Giving tuesdays campaign email,,176619,,"{""2019-12-09 20:00:00"",""2019-12-09 22:00:00"",""2019-12-10 20:00:00"",""2019-12-11 20:00:00"",""2019-12-12 20:00:00""}",8312,,15,,f
1673,39:16.1,39:16.1,draft,"Fundings for a 501c3 childcare center
To offer more educational resources for the children and parents.
To sponsor educational field trips for all students.
To be able to offer affordable childcare for working parents that's a little over the state income guideline.
",,180937,,"{""2019-10-21 16:00:00"",""2019-10-22 15:00:00"",""2019-10-23 17:00:00""}",8952,,6,,f
1661,32:33.6,06:59.4,expired,I'd like to get help with Board Development and Business Planning.,,180862,,"{""2019-10-15 14:00:00"",""2019-10-15 16:00:00"",""2019-10-16 14:00:00"",""2019-10-17 14:00:00"",""2019-10-17 16:00:00""}",8923,,8,,f
1672,37:58.7,05:01.8,expired,"Fundings for a 501c3 childcare center
To offer more educational resources for the children and parents.
To sponsor educational field trips for all students.
To be able to offer affordable childcare for working parents that's a little over the state income guideline.
",,180937,,"{""2019-10-21 16:00:00"",""2019-10-22 15:00:00"",""2019-10-23 17:00:00""}",8952,,6,,f
1668,40:11.6,08:38.0,expired,"I need help in taking the necessary steps to become an active working organization. Specifically, I'd love expertise from someone who can help brainstorm how to begin finding the right board team for my organization's specific needs. From there, my aim is to develop the marketing tools needed to build a solid board pipeline that consistently brings in the right candidates.",,180987,,"{""2019-10-21 15:00:00"",""2019-10-21 16:00:00"",""2019-10-22 14:00:00"",""2019-10-22 15:00:00"",""2019-10-22 16:00:00"",""2019-10-23 14:00:00"",""2019-10-23 15:00:00"",""2019-10-23 16:00:00"",""2019-10-24 15:00:00"",""2019-10-24 16:00:00""}",8944,,8,,f
1666,45:49.6,13:59.1,cancelled,"Our foster care program is actively recruiting for foster parents and we are looking for innovative ways to reach our target audience.  Specifically, we are hoping to talk with someone who has experience in or ideas about creating short videos or challenges that have the potential to go viral. We are looking to increase the number of people interested in helping spread our message.",,180951,,"{""2019-10-22 19:00:00"",""2019-10-23 16:00:00"",""2019-10-23 17:00:00"",""2019-10-24 14:00:00"",""2019-10-25 14:00:00"",""2019-10-25 15:00:00"",""2019-10-25 16:00:00"",""2019-10-25 17:00:00"",""2019-10-25 18:00:00""}",8931,,10,,f
